GVOG	num_species_with_GVOG	consensus_NOG	nog_category_abbr	nog_category	nog_description	proteins_with_plurality_NOG_annotation	consensus_pfam	pfam_desc	prots_with_plurality_pfam_annotation	proteins_in_GVOG
GVOG07290	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07291	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07292	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07293	3	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	3	3
GVOG07294	4	no_annot	no_annot	no_annot	no_annot	4	no_annot	no_annot	4	4
GVOG07295	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07296	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07297	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07298	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07299	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07300	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07301	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07302	2	32PZE	S	Function unknown	unknown	2	no_annot	no_annot	2	2
GVOG07303	5	no_annot	no_annot	no_annot	no_annot	4	no_annot	no_annot	5	5
GVOG07304	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07305	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07306	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07307	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07308	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07309	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG07310	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07311	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07312	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07313	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07314	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07315	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07316	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07317	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07318	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07319	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07320	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07321	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07322	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07323	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG07324	3	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	3	3
GVOG07325	5	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	4	5
GVOG07326	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07327	4	no_annot	no_annot	no_annot	no_annot	4	no_annot	no_annot	4	4
GVOG07328	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07329	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07330	3	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	3
GVOG07331	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07332	2	no_annot	no_annot	no_annot	no_annot	2	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG07333	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07334	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07335	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07336	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07337	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07338	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07339	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07340	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07341	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07342	3	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	3	3
GVOG07343	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07344	2	2R8WB	S	Function unknown	unknown	2	no_annot	no_annot	2	2
GVOG07345	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07346	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07347	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07348	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07349	2	no_annot	no_annot	no_annot	no_annot	2	PF00024	PAN; PAN_1; PAN domain	2	2
GVOG07350	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07351	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07352	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07353	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07354	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07355	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07356	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07357	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07358	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07359	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07360	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07361	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07362	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07363	2	2RXW0	S	Function unknown	unknown	2	no_annot	no_annot	2	2
GVOG07364	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07365	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07366	2	32YMD	S	Function unknown	unknown	2	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG07367	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG07368	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07369	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07370	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07371	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07372	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG07373	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07374	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07375	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07376	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07377	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07378	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07379	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07380	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07381	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07382	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07383	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG07384	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07385	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07386	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07387	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07388	7	no_annot	no_annot	no_annot	no_annot	7	no_annot	no_annot	7	7
GVOG07389	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07390	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG07391	2	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07392	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07393	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07394	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07395	6	31Z35	S	Function unknown	unknown	5	no_annot	no_annot	5	6
GVOG07396	2	3348A	S	Function unknown	unknown	2	no_annot	no_annot	2	2
GVOG07397	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07398	4	no_annot	no_annot	no_annot	no_annot	4	no_annot	no_annot	4	4
GVOG07399	5	no_annot	no_annot	no_annot	no_annot	4	no_annot	no_annot	5	5
GVOG07400	5	2S5ST	S	Function unknown	unknown	5	no_annot	no_annot	4	5
GVOG07401	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07402	3	2QR4X	Q	Secondary metabolites biosynthesis, transport, and catabolism	copper ion binding	3	PF07731	CU_oxidase; Cu-oxidase_2; Multicopper oxidase	3	3
GVOG07403	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07404	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07405	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	PF01391	; Collagen; Collagen triple helix repeat (20 copies)	2	2
GVOG07406	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07407	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07408	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07409	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07410	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07411	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07412	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07413	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07414	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07415	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07416	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07417	3	KOG0297	B	Chromatin structure and dynamics	zinc ion binding	2	no_annot	no_annot	3	3
GVOG07418	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07419	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	PF00498	SMAD-FHA; FHA; FHA domain	2	2
GVOG07420	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07421	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07422	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG07423	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07424	3	2SE41	S	Function unknown	unknown	3	PF06094	AIG2; GGACT; Gamma-glutamyl cyclotransferase, AIG2-like	3	3
GVOG07425	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07426	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07427	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07428	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07429	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07430	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG07431	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07432	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07433	3	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	3	3
GVOG07434	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07435	4	no_annot	no_annot	no_annot	no_annot	4	no_annot	no_annot	4	4
GVOG07436	2	no_annot	no_annot	no_annot	no_annot	2	PF08410	; DUF1737; Domain of unknown function (DUF1737)	2	2
GVOG07437	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07438	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07439	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07440	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07441	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07442	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07443	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07444	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07445	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07446	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07447	2	KOG0320	O	Post-translational modification, protein turnover, and chaperones	progesterone receptor binding	2	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG07448	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07449	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07450	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07451	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07452	2	KOG0004	J	Translation, ribosomal structure and biogenesis	structural constituent of ribosome	2	PF00240	Ubiquitin; ubiquitin; Ubiquitin family	2	2
GVOG07453	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07454	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07455	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07456	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07457	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07458	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07459	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07460	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07461	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07462	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07463	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07464	3	no_annot	no_annot	no_annot	no_annot	2	PF13753	E-set; SWM_repeat; Putative flagellar system-associated repeat	2	3
GVOG07465	2	2SS48	S	Function unknown	FAD dependent oxidoreductase	2	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG07466	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07467	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07468	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07469	2	KOG4412	L	Replication, recombination and repair	proteasome regulatory particle assembly	2	PF12796	Ank; Ank_2; Ankyrin repeats (3 copies)	2	2
GVOG07470	3	2RY43	S	Function unknown	ATP-dependent Clp protease adaptor protein ClpS	2	no_annot	no_annot	3	3
GVOG07471	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07472	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07473	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07474	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07475	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07476	3	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	3
GVOG07477	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07478	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07479	3	COG1480	O	Post-translational modification, protein turnover, and chaperones	7TM receptor with intracellular HD hydrolase	2	no_annot	no_annot	3	3
GVOG07480	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07481	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07482	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07483	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07484	3	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	3	3
GVOG07485	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07486	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07487	3	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	3	3
GVOG07488	3	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	3	3
GVOG07489	2	2SBXC	S	Function unknown	unknown	2	no_annot	no_annot	2	2
GVOG07490	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07491	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07492	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07493	3	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	3	3
GVOG07494	3	2S16M	S	Function unknown	ciliary receptor clustering involved in smoothened signaling pathway	3	no_annot	no_annot	3	3
GVOG07495	3	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	3	3
GVOG07496	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07497	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07498	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07499	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07500	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07501	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07502	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07503	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07504	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07505	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07506	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07507	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07508	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07509	2	COG3000	I	Lipid transport and metabolism	fatty acid hydroxylase	2	PF04116	; FA_hydroxylase; Fatty acid hydroxylase superfamily	2	2
GVOG07510	2	31E1H	S	Function unknown	unknown	2	no_annot	no_annot	2	2
GVOG07511	3	2QPYM	S	Function unknown	BT1 family	3	PF03092	MFS; BT1; BT1 family	3	3
GVOG07512	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07513	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07514	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07515	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07516	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07517	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07518	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07519	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07520	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07521	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07522	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07523	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07524	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07525	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07526	4	no_annot	no_annot	no_annot	no_annot	4	no_annot	no_annot	4	4
GVOG07527	2	2RN8Q	M	Cell wall/membrane/envelope biogenesis	DegT/DnrJ/EryC1/StrS aminotransferase family	2	PF01041	PLP_aminotran; DegT_DnrJ_EryC1; DegT/DnrJ/EryC1/StrS aminotransferase family	2	2
GVOG07528	4	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	2	no_annot	no_annot	4	4
GVOG07529	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07530	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07531	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07532	3	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	3	3
GVOG07533	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07534	3	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	3	3
GVOG07535	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07536	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07537	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07538	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07539	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07540	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07541	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07542	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07543	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07544	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07545	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07546	2	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	no_consensus_NOG	1	no_annot	no_annot	2	2
GVOG07547	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	3	3
GVOG07548	3	no_annot	no_annot	no_annot	no_annot	3	no_annot	no_annot	2	3
GVOG07549	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07550	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07551	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07552	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07553	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07554	2	2RTSP	S	Function unknown	Pentapeptide repeats (9 copies)	2	no_consensus_PFAM	no_consensus_PFAM	1	2
GVOG07555	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07556	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07557	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07558	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
GVOG07559	2	no_annot	no_annot	no_annot	no_annot	2	no_annot	no_annot	2	2
